226,Dosen sudah cukup baik tetapi masih kurang sekali pertemuan di mata kuliah ini dan perlu ditingkatkan kembali cara mengajarnya terimakasih,Positif,dosen cukup baik kurang sekali temu mata kuliah perlu tingkat cara ajar terimakasih
227,Dosen sudah cukup baik dan perlu ditingkatkan kembali cara mengajarnya terimakasih,Positif,dosen cukup baik perlu tingkat cara ajar terimakasih
228,Terimakasih atas ilmu pengetahuan yang diberikan,Positif,terimakasih atas ilmu tahu beri
229,"Cara mengajar kurang jelas, mohon di perjelas lagi",Negatif,cara ajar kurang jelas mohon jelas
230,cukup baik hanya terlalu menegangkan belajarnya,Positif,cukup baik terlalu tegang ajar
231,baik sangat bertanggung jawab,Positif,baik sangat tanggung jawab
232,Ditingkatkan lagi,Negatif,tingkat lagi
233,Sesuai ketentuan yang berlaku,Positif,sesuai laku
234,Dosen bagus.kita harus berpikir secara kritis,Positif,dosen bagus pikir cara kritis
235,Penjelasannya kurang,Negatif,jelas kurang
236,Cukup penjelasannya,Positif,cukup jelas
237,"Sehat terus pak, kalo bisa jangan dikasih tugas nulis alquran 3 buku lagi",Negatif,sehat terus kalo jangan kasih tugas nulis alquran buku lagi
238,terimakasih atas kritikan bapak tehadap saya dalam presentasi dan dalam mengkritisi sebuah masalah yang ada dalam makalah. saya jadi belajar banyak,Positif,terimakasih atas kritik tehadap presentasi kritisi buah masalah makalah jadi ajar banyak
239,terimakasih sense saya jadi tahu bahasa jepang dan mulai menyukai sedikit tentang bahasa tersebut,Positif,terimakasih jadi tahu bahasa jepang mulai suka dikit
240,"Baik, ajarkan cara menulis bahasa Jepang pak",Positif,baik ajar cara tulis bahasa jepang
241,"Saran, kalau bapak ingin mahasiswa nya lebih dari bapak. Minimal, pas bapak ngasih materi atau presantasi di depan, bapak jangan melihat power pointnya terus.",Negatif,saran kalau mahasiswa lebih minimal pas ngasih materi presantasi depan jangan lihat
242,Semoga bapak tidak telat kembali,Negatif,moga telat kembali
243,kritik : jangan baper di kelas udah gede masa baper,Negatif,kritik jangan baper kelas udah gede masa
244,kritik : bisa gagah sedikit lagi terus canda nya kurangin waktu terangin ,Negatif,kritik gagah sedikit terus canda waktu angin
245,kritik : jangan di bawa serius2 banget waktu terangin kasih candaan sedikit lah buat mahasiswa nya biar ga bete,Negatif,kritik jangan bawa serius banget waktu angin kasih sedikit buat mahasiswa biar bete
246,kritik : ngasih tugas jangan susah banget buat print butuh biaya yg mahal,Negatif,kritik ngasih tugas jangan susah banget buat print butuh biayg mahal
247,kritik :waktu matkul mulai jangan ke biasain main game di kelas,Negatif,kritik waktu matkul mulai jangan biasa main game kelas
248,saran : ibu baik dan suka bercanda tapi boleh bawa kopi kan di kelas,Positif,saran baik suka boleh bawa kopi kelas
249,Baik Banget,Positif,baik banget
250,Lumayan lah,Positif,lumayan
251,Beli E-Book terus,Negatif,beli ebook terus
252,Jika ada yang izin shalat maka harusnya diizinkan,Negatif,izin shalat
253,"Saya tidak punya saran untuk ibu, semoga ibu cepat sembuh dan diangkat penyakit nya",Positif,punya saran moga cepat sembuh angkat sakit
254,Semoga bapak di beri kesehatan selalu,Positif,moga beri sehat selalu
255,Kalau ngasih soal ulangan jangan banyak2 bu,Negatif,kalau kasih soal ulang jangan banyak
256,Bu dona ngajar praktek multimedia kaya ada yg kurang,Negatif,ajar praktek multimedia kaya kurang
257,"Tolong bu kalo ngasih tugas, dijelasin dulu gimana cara buatnya dan materinya yg lengkap",Negatif,kasih tugas jelas dulu gimana cara buat materi lengkap
258,terlalu singkat waktu untuk belajar prakteknya,Negatif,terlalu singkat waktu ajar praktek
259,"Pelan pelan bu ngajarnya hehe, Apalagi untung anak yg malem kan ada yg kerja jadi rada wajar klo jepang kurang hehe",Negatif,pelan ajar aplaagi untung anak malem kerja jadi wajar jepang kurang
260,Tugas saya ngerjain semua knapa 78 pak hehe,Negatif,tugas ngerjain semua kenapa
261,Saran saya materinya banyakin lagi pak hehe,Negatif,saran materi banyakin
262,"Kalau bisa datang jangan kemaleman pak, kan kami ada yg kerja juga heheh",Negatif,kalau datang jangan malem yang kerja
263,"Ngajarnya jangan ngebut banget bu ehheh, suka ketinggalan paham nya saya",Negatif,ajar jangan banget suka tinggal paham saya
264,Keren,Positif,keren
265,Dateng nya jangan telat mulu pak heheh,Negatif,dateng jangan telat
266,terimakasih atas pelajaran dan waktunya,Positif,terimakasih atas ajar waktu
267,Dengan menjelaskan sejarah sampai detail saat pangajarannya itu bagus sekali,Positif,jelas sejarah detail ajar bagus
268,Dosen cukup baik dalam mengajar,Positif,dosen cukup baik ajar
269,"Mohon maaf pak saya hanya ingin memberi saran supaya tidak telat saat kelas bapak dimulai, soalnya kasihan kami yang sudah datang di awal jam tetapi kelas masih belum dimulai dan terpaksa menunggu di lorong",Negatif,mohon maaf beri saran telat kelas mulai soal kasih datang awal jam paksa
270,Dosen yang selalu tepat waktu,Positif,dosen selalu tepat waktu
271,Baik dalam menjalankan tugas nya,Positif,baik jalan tugas
272,"cara mangajarnya sangat bagus, dengan tempo yang tidak terlalu terburu - buru itu sangat membantu mahasiswa yang belum bisa berbahasa jepang",Positif,cara ajar sangat bagus tempo lalu buru sangat bantu mahasiswa bahasa
273,"Mohon maaf bu saya hanya ingin memberi saran supaya ibu tidak telat saat mangajar di kelas ibu, karena dari waktu yg kosong itu ibu bisa lebih menjelaskan materi dan memberi contoh-contoh soal kepada mahasiswa supaya kita lebih mengerti lagi dengan materinya",Negatif,mohon maaf beri saran telat ajar kelas waktu kosong lebih jelas materi
274,Terima Kasih Pak telah memberikan saya ilmu yang bermanfaat dan bukan sekedar nilai,Positif,terima kasih beri ilmu manfaat bukan dari nilai
275,Semoga kedepannya bisa lebih baik lagi dalam pengajarannya dan semakin menarik,Positif,moga depan lebih baik ajar makin tarik
276,Baik dalam melakukan pembelajaran,Positif,baik laku ajar
277,Materi yang disampaikan dengan baik dan mudah dipahami. Namun metodenya agak membuat ngantuk,Positif,materi baik mudah paham metode buat ngantuk
278,Penyampaian materi mudah dimengerti.,Positif,materi mudah erti
279,dosen yang baik dalam penyampaiannya,Positif,dosen baik sampai
280,dosen yang pengertian dengan mahasiswa,Positif,dosen erti mahasiswa
281,kurang jelas saat mengajar dan absen,Negatif,kurang jelas ajar absen
282,Mengajar nya baik,Positif,ajar baik
283,terimakasih pak untuk pengajarannya,Positif,terimakasih ajar
284,Bisa lebih baik,Positif,lebih baik
285,Pengajaran baik,Positif,ajar baik
286,porno,Negatif,porno
287,teroris,Negatif,teroris
288,sesat,Negatif,sesat
289,leceh,Negatif,leceh
291,hina,Negatif,hina
292,kalah,Negatif,kalah
293,nista,Negatif,nista
294,pelecehan,Negatif,leceh
295,palsu,Negatif,palsu
296,saya bosan,Negatif,bosan
297,dosen bikin bosan,Negatif,dosen bikin bosan
298,membosankan di kelas,Negatif,bosan kelas
299,saya menggantuk bikin bosan ,Negatif,ngantuk bikin bosan
300,terima kasih banyak sudah banyak memberi saran yang bagus,Positif,terima kasih banyak banyak beri sarbagus
301,terima kasih banyak sudah banyak memberi saran yang bagus,Positif,terima kasih banyak banyak beri sarbagus
